10100110111,735
10100110110,736
10000001100,409
10011011100,540
10011010111,547
10011010110,548
11111001111,32
11111001110,33
10010111011,581
10101110011,759
10100100100,743
11101000100,181
10110011100,665
11101011111,188
11101011110,189
10010010110,573
10010010111,572
10000111011,431
11100111011,131
11100110011,134
10001101111,469
10101010001,795
11000011100,215
11110101111,94
11110101110,95
11101110100,162
10001110110,461
11010001111,357
11010001110,358
10111111001,605
11011101111,319
11011101110,320
10100001001,711
11010110000,382
10101101000,772
10101101001,773
11100001001,111
11100001000,110
11001101110,270
11001101111,269
10000110011,434
11111111001,5
11111111000,4
11001110000,257
10010101111,594
10010101110,595
11110111110,76
11110111111,75
10110110000,682
10110110001,683
11001000100,281
10001010000,494
10001010001,495
10111011001,642
10111011000,641
10101100100,768
11100111111,125
11100111110,126
10001101000,472
11011111000,304
11011111001,305
10111000111,629
10111001000,635
11100110110,136
10000010100,424
10111001001,636
10110100111,691
10110100110,692
10101111111,750
10011001001,536
10100110000,732
10011001000,535
10001000111,479
10001000110,480
10111000110,630
10101001011,787
10111110111,610
10011001100,534
10000111111,425
10110111100,677
10110111101,678
10011101011,524
11000100100,243
11110001000,60
11110001001,61
11111010111,47
11111010110,48
11100101110,145
11100101111,144
10001011100,490
10110101110,695
11011001110,333
11011001111,332
11111011000,41
11101001011,187
11010110100,387
10101000011,777
10101000010,778
10100010110,723
10100010111,722
10001101100,471
11000111000,229
11000111001,230
10100101001,748
11001011100,290
10010110111,585
11000010110,223
10011100001,514
11101010000,194
11101010001,195
11011011011,343
11001010100,299
10110010001,670
10010101100,596
10011100000,513
10110001011,662
10010000001,551
10010000000,550
10000011000,416
10000011001,417
10010011011,568
11001100011,265
10010010011,571
10111010111,647
11101101001,173
11101101000,172
10111011100,640
10111110100,612
10111110001,608
10111000011,627
11011110100,312
11010010011,371
11001101011,274
11111011011,43
11001110001,258
10100101111,744
11110111011,81
10100010001,720
10011110000,507
10011110001,508
10000101110,445
10000101111,444
11000001000,210
11000001001,211
11010011011,368
10001110111,460
11111000000,25
11111000001,26
11100011100,115
11110100000,88
11110100001,89
11110000100,56
11011000010,328
11011000011,327
11111101100,21
11011010000,344
11011010001,345
11111010001,45
10101001111,782
10101001110,783
11111010000,44
10010110001,583
10000100011,440
10111101111,619
10010001110,558
10011111011,506
10010100000,588
10010100001,589
11100100011,140
11010111001,380
11010111000,379
10100000001,701
10100000000,700
11000000100,206
11100101011,149
11111110111,10
11110010110,73
11110010111,72
10111101110,620
10110011000,666
10111100110,617
11000110100,237
10110011001,667
10100010011,721
10111100111,616
11000010100,224
10011011000,541
11001111011,256
11010100100,393
10100111000,729
10100111001,730
10110101000,697
10110101001,698
11010101000,397
10110000111,654
11011011111,338
11011011110,339
10001001000,485
10001001001,486
10111111011,606
11001001011,287
10011101001,523
10010011111,563
10010011110,564
11010101001,398
10110001111,657
10110001110,658
11001100111,266
11001100110,267
11010000000,350
11010000001,351
11111100111,16
11001111100,252
11011100001,314
10001111000,454
10001111001,455
10000000110,405
10000000111,404
11100000110,105
11100000111,104
10101111001,755
10101111000,754
11000011001,217
11000011000,216
10100110100,737
10101010011,796
11111011110,39
10000011100,415
11111011111,38
10011010100,549
11111001100,34
11010010111,372
11010010110,373
10010111000,579
10010111001,580
11000101001,248
11000101000,247
11100010001,120
11100010000,119
10100100110,742
10100100111,741
11110011001,67
11010110111,385
10000101011,449
10011000100,531
11101011100,190
11110011000,66
11111100001,14
11111100000,13
10100011011,718
11100110000,132
11100110001,133
10001110100,462
11011101100,321
10001010100,499
11010001100,359
11011111101,303
11110101100,96
10001111100,452
10000001001,411
11100001011,112
10010101011,599
10000110000,432
11010010001,370
11101100110,167
11111111011,6
11001000110,280
11001000111,279
11011000111,329
11011000110,330
10110000011,652
10110000010,653
11110011011,68
11101000001,176
11101000000,175
10010001111,557
11100100111,141
11100100110,142
10011100100,518
10000100111,441
10000100110,442
11100111100,127
11100111101,128
11101110001,158
11101110000,157
10010001011,562
11110010011,71
10110100100,693
10000010000,419
10000001111,407
10101101100,771
10001000100,481
10111000010,628
11010101100,396
10111000001,626
10111001011,637
10101011011,793
10110110100,687
10001111011,456
11110110111,85
11110110110,86
10101110110,761
10101110111,760
10011101000,522
11111110110,11
10010110110,586
11000100110,242
11000100111,241
11001001111,282
11001001110,283
11101001000,185
11101001001,186
11111010100,49
11011111100,302
10101000000,775
10101000001,776
11111111100,2
10111010100,649
10000010001,420
11111111101,3
10111110110,611
11011001011,337
10101100111,766
10101100110,767
10010110100,587
11001011110,289
11001011111,288
10000000011,402
10000000010,403
11100000011,102
11100000010,103
10100001110,708
10100001111,707
10110111001,680
10110111000,679
11110001100,59
10100101011,749
10010000010,553
11010011111,363
10001011001,492
10001011000,491
10110011011,668
10100100011,740
10000111100,427
10000111101,428
10001101001,473
11101101011,174
10010010000,569
10010010001,570
10111100100,618
10110010011,671
10100011111,713
10100011110,714
11000001100,209
11100001111,107
11100001110,108
11101010100,199
10101100000,763
11001010001,295
11001010000,294
10001001100,484
10011011011,543
11001101000,272
11001101001,273
11000111101,228
11000111100,227
11110011111,63
11110011110,64
11101100011,165
11111111110,1
11001000011,277
11001000010,278
11010111101,378
10101011001,792
11010011110,364
10111111111,600
11011101011,324
11010110110,386
11010011000,366
11010011001,367
10101010111,797
10101010110,798
11100011110,114
11100011111,113
10101110100,762
10011100110,517
10111101011,624
11110110011,84
11111101110,20
11111101111,19
11001110100,262
10101001100,784
10101011110,789
10011110100,512
10101011111,788
11001110111,260
11011110001,308
11011110000,307
10011000111,529
11010100001,389
11010100000,388
10100111101,728
10100111100,727
10111011111,638
11000100011,240
11010111011,381
10111011110,639
10100000010,703
10100000011,702
11100101000,147
11100101001,148
11010110011,384
11111000100,31
10100001011,712
11110100100,93
10100010000,719
10010000011,552
11110000001,51
11110000000,50
11111110011,9
11000010111,222
10110010111,672
10110010110,673
11011010100,349
11001011011,293
10100101110,745
11011011100,340
10010100100,593
11001111000,254
10110001100,659
11000000001,201
11000000000,200
10010000111,554
10010000110,555
10111010000,644
10010011100,565
10111010001,645
11001100100,268
11000110001,233
11000110000,232
10001111101,453
11101101111,169
11101101110,170
11111100011,15
10101111011,756
10011011001,542
11000011011,218
11100110100,137
10110101100,696
11010010100,374
10000011110,414
10000011111,413
11010101011,399
11000101011,249
11100010011,121
10000101000,447
10000101001,448
10101111110,751
11010000100,356
11001111001,255
11011100100,318
11101111110,151
11101111111,150
10001010110,498
10001010111,497
10000111110,426
10000001011,412
10101110001,758
10011100111,516
11100011011,118
11011000100,331
10011010001,545
10011010000,544
11111101011,24
10011111000,504
10001100110,467
10001100111,466
10010111101,578
10010111100,577
11101000010,178
11101000011,177
10011001110,533
11101011001,192
11101011000,191
11111001001,36
11111001000,35
10010001000,560
10010001001,561
10000100100,443
10011001011,537
11100100100,143
10001110001,458
11101110011,159
11011101001,323
11011101000,322
11010001001,361
11010001000,360
11110101001,98
11110101000,97
10100000111,704
10100000110,705
11110010000,69
11110010001,70
10101101110,770
10101101111,769
11011100000,313
10000110100,437
11001111101,253
11010101110,395
11010101111,394
10010101001,598
10010101000,597
11000010011,221
10110110110,686
10110110111,685
10111001110,633
11110110100,87
10111001111,632
10011111001,505
10111100000,613
10111000000,625
10111100001,614
10011111100,502
11011111110,301
11011111111,300
11001001100,284
10011111101,503
10110100001,689
10110100000,688
10000010011,421
10101100011,765
11011001000,335
11011001001,336
10001000001,476
10001000000,475
10100001100,709
10100110001,733
10110000000,650
10000000000,400
10000000001,401
10110000001,651
11100000000,100
11100000001,101
10111010110,648
10101010100,799
10110111011,681
10011001111,532
11110001110,58
11110001111,57
10011101100,521
10001011011,493
10101110000,757
11101001100,184
11000101111,244
11000101110,245
10100100000,738
10100100001,739
10101000100,781
11100010111,122
11100010110,123
10011000011,527
10011000010,528
10001101011,474
11101111011,156
11111100110,17
10001100011,465
10010110000,582
10100011100,715
11000001110,208
11000001111,207
11101010110,198
11101010111,197
10001010011,496
11001010011,296
11110111000,79
11100001100,109
10000001110,408
10111011011,643
11110111001,80
10110010000,669
11111111111,0
11101100000,163
11101100001,164
11111011001,42
11110011100,65
10100101000,747
11001000000,275
11001000001,276
11000111110,226
11000111111,225
11101000111,179
11101000110,180
11100111001,130
11100111000,129
10000111001,430
10000111000,429
11000011111,213
11000011110,214
10010010100,574
11010110001,383
11010111111,375
11010111110,376
11101110111,160
11101110110,161
10110000100,656
10011000110,530
10101101011,774
10111110000,607
10111101001,623
10111110011,609
11001101100,271
11110111101,78
11110111100,77
11001110110,261
11111011100,40
10111111110,601
10011110110,511
10011110111,510
10001110000,457
10111101000,622
10011011110,539
10011011111,538
11000100000,238
11000100001,239
10100111110,726
10110110011,684
11011110011,309
11011111011,306
11010011100,365
10101111101,753
10100111111,725
10101010000,794
11110100110,92
11110100111,91
11111000110,30
11111000111,29
10101011100,790
10100001000,710
10000010111,422
10000010110,423
11110000010,53
11110000011,52
11111110000,7
11111110001,8
10110010100,674
11001011000,291
11001011001,292
11011010110,348
11011010111,347
10101001001,786
10101001000,785
10110111111,675
10110111110,676
10110011110,664
10110101011,699
11110001011,62
10110011111,663
10010100110,592
11011001100,334
11000000010,203
11000000011,202
11101100100,168
10001011110,489
10110000110,655
10010000100,556
11100101100,146
11010010000,369
10100010100,724
10100101100,746
11000110011,234
11101101100,171
10001101110,470
10111111101,603
11000111011,231
11010100011,390
10110101111,694
10111111100,602
11000001011,212
11100110111,135
11101010011,196
11001010111,297
11001010110,298
11101111101,153
11011011001,342
11011011000,341
11101111100,152
10001001110,483
10001001111,482
10110001001,661
10110001000,660
10000011011,418
10111010011,646
10010011001,567
10010011000,566
11010000110,355
11010000111,354
11001100001,264
11001100000,263
10001100100,468
10001111110,451
10001111111,450
11011100110,317
11011100111,316
10111101100,621
11100011000,116
11100011001,117
10011010011,546
11011110111,310
11011110110,311
11001110011,259
10101011000,791
11111101000,22
11111101001,23
10011110011,509
10010111110,576
10010111111,575
10000101100,446
11101011011,193
11010001011,362
11110110001,83
11110110000,82
11010111100,377
11111001011,37
11111000011,27
11111000010,28
10100000100,706
11110101011,99
10001110011,459
11110100011,90
11110000111,54
11110000110,55
10000110110,436
10000110111,435
11011000001,326
11011000000,325
10010100111,591
11000010000,219
11000010001,220
10011100011,515
11011010011,346
10000001000,410
11100000100,106
10111111000,604
10010001100,559
10000100001,439
10000100000,438
11100100001,139
11100100000,138
11111110100,12
10010100011,590
11000000111,204
11000000110,205
10110100011,690
10111000100,631
11110010100,74
11111100100,18
10111100011,615
10001000010,478
10001000011,477
11001111111,250
10000110001,433
11000110111,235
11000110110,236
10101111100,752
10100110011,734
10100111011,731
10101100001,764
11010100111,391
11010100110,392
10011101110,520
10011101111,519
10100011001,717
10100011000,716
11101100111,166
10111001100,634
10001011111,488
10001001011,487
10010110011,584
11101001110,183
11101001111,182
11000101100,246
11111010011,46
11001001001,286
11001001000,285
10101000110,780
10101000111,779
10011111110,501
11100010100,124
10011000000,525
10011000001,526
11101111000,154
11101111001,155
11011100011,315
11001111110,251
11010000011,352
11010000010,353
10001100000,463
10001100001,464
10011111111,500
10000000100,406
